bks_account_id,bks_renewal_baseline_usd,bks_stage,bks_RC_probability,bks_renewal_amount,bks_FCST_amount,bks_renewal_date,bks_status_grouping,bks_forecast_new,bks_forecast_delta,bks_mutual_consent,bks_account_name,bks_csm_manager,bks_csm,bks_fq,bks_type,bks_ml,bks_csm_region,bks_csm_email,bks_sales_team,hgtrends_account_id,hgtrends_90day,hgtrends_180day,hgtrends_360day,hgtrends_health_gpa,hgtrends_health_grade,cons_account_id,cons_legacy_retag_or_no_overage_date,cons_purchased_credits,cons_free_credits,cons_total_standard_credits,cons_current_period_billed_credits,cons_%_of_credits_used,cons_period_%,cons_last_month_billed_credits,cons_burn_rate_last_month_annualized,account_rows,team_account_id,team_ae_assigned_date,team_csm_assigned_date,last_renewal_account_id,last_renewal_date,last_renewal_baseline,last_renewal_amount,last_renewal_downsell_flag,last_renewal_downsell_%,upsell_account_id,upsell_FQ,upsell_total_opportunities,upsell_total_acv,upsell_next_close_date,Account Id,Global Consumption Identifier,cons-am_pricing model,p.ai_meeting subject,People.ai_accountId,p.ai_date of last contact,p.ai_days since last contact,Total Active TCV,hg_support_packages,hg_billable_hours_remaining,hg_billable_hours_expiration_date,hg_total_billable_hours_purchased,hg_total_lifetime_billings,hg_acePackage,hg_aceTeamMember,Total Standard Credits Allocated,% Credits Consumed in Period,% Through Period,Expected Ending Balance,Expected Used Credits,% Pacing,account name,RCID,PRIMARY_NAME,PRIMARY_LINKEDIN_URL,COMPANY,HEADCOUNT_2022,HEADCOUNT_2023,HEADCOUNT_2024,PBI_Job_Postings_2022,PBI_Job_Postings_2023,PBI_Job_Postings_2024,Job_Postings_2022,Job_Postings_2023,Job_Postings_2024,hc_yearly_growth_avg,hc_yearly_growth_percent_avg,hc_total_growth_percent,hc_total_growth,Website Domain,sfdc_account_id,2024_arr,2023_arr,2022_arr,total_arr_growth_percent,total_arr_growth,yearly_arr_growth_percent,yearly_arr_growth,All Hours Consumed,Billable Hours Consumed,Service Team,Last Bill Date,Project Hours Purchased,Team Leads,# Active Projects,Project Name(s),Hub Hours Expiration Date,Current Adoption Engine Stage,Current Adoption Engine Stage Date,Adoption Consultants,PMO,Billable Hours Remaining,Invested Hours,Days Since Stage,Days to Renewal,Account Manager Owner,team_ae,team_csm,Domo Account Number,Account Insight AI
0015000000QyH4SAAV,3183500.3,3: Demonstrate Value,80.0,1993005.3,1300000.0,2025-10-31,3 - WCP,1300000.0,-1883500.2999999998,Mutual Consent,Unitedhealth Group Incorporated,NAM Strategic,Jacob Peterson,FY26-Q3,Renewal,,NAM,jacob.peterson@domo.com,Enterprise,0015000000QyH4SAAV,0.033399999999999874,-0.26659999999999995,0.3999999999999999,3.8664,A,0015000000QyH4SAAV,N/A,1900000,,1900000,1142319,0.6012205263157895,0.88,82178,6029.0,1,0015000000QyH4SAAV,2025-02-26T22:15:59,2025-08-27T13:47:49,0015000000QyH4SAAV,2024-10-31,5838500.0,3183500.3,DOWNSELL,0.45,0015000000QyH4SAAV,2025-Q4,1,20000.0,2025-11-18,0015000000QyH4SAAV,Consumption,Consumption,UHG People Analytics + Domo: Weekly Touchpoint [2025 Series],0015000000QyH4SAAV,2025-09-12T10:00:00,4,3230000.3,Diamond + Education,-5066.45,2020-12-29,13579.75,36687578.71,Non-Paying,,1900000,0.6012278947368421,0.8791208791208791,600596.2124999999,1299403.7875,0.6838967302631579,Unitedhealth Group Incorporated,1070638,"UnitedHealth Group, Inc.",http://linkedin.com/company/unitedhealth-group,Unitedhealth Group Incorporated,404080.8125,407025.03125,399651.59375,1694.0,756.0,1412.0,316050.0,106671.0,113085.0,-2214.609375,-0.548061008217261,-1.096122016434522,-4429.21875,UNITEDHEALTHGROUP.COM,0015000000QyH4SAAV,3230000.0,5866714.043636364,6418206.34,-49.67441324112992,-3188206.34,-24.83720662056496,-1594103.17,9.5,0,Engineering Services,2025-02-11,0.0,Jim Lamb,1,Unitedhealth Group Incorporated Renewal - 10/2024 Custom Engineering Maintenance,2025-10-30,First Deliverable Scoped,2025-08-01,"Ben Parker, Steve Nielsen",Steve Nielsen,0,9.5,67,24,William Dubois,Marc Wittenberg,Jacob Peterson,A01468617,✅ Paid + Adoption Engine | [First Deliverable Scoped] | Engineering Services | B. Parker & S. Nielsen ⚠️ <0h overrun
0015000000YrkHYAAZ,3069000.0,Closed Won,,3069000.0,3069000.0,2026-07-31,7 - Closed Won,3069000.0,0.0,Mutual Consent,Concentrix Solutions Corporation,NAM Strategic,Lauren Jacus,FY27-Q2,Multi-Year Renewal,,NAM,lauren.jacus@domo.com,Enterprise,0015000000YrkHYAAZ,0.39999999999999947,0.4834999999999994,0.39999999999999947,3.7329999999999997,A,0015000000YrkHYAAZ,N/A,4629630,1252724,5882354,851824,0.1448100539341903,0.13,531245,108.0,1,0015000000YrkHYAAZ,2025-02-26T22:18:03,2024-08-05T10:52:53,0015000000YrkHYAAZ,2024-07-31,1069000.35,1069000.35,OTHER,0.0,,,,,,0015000000YrkHYAAZ,Consumption,Consumption,Concentrix Biweekly Support Sync,0015000000YrkHYAAZ,2025-09-16T09:00:00,0,10892527.82,Diamond,510.75,2024-01-31,3784.25,4238041.32,Non-Paying,,5882354,0.1448103939341291,0.12912087912087913,-714766.5106382966,6597120.510638297,1.1215102849366592,Concentrix Solutions Corporation,187773,Concentrix Solutions Corp.,http://linkedin.com/company/concentrix-solutions,Concentrix Solutions Corporation,2425.432861328,2371.735107422,2327.515869141,0.0,0.0,6.0,98.0,139.0,274.0,-48.95849609349989,-2.0185467457834965,-4.037093491566993,-97.91699218699978,CONCENTRIX.COM,0015000000YrkHYAAZ,2090000.1600000001,1006153.8461538462,,,,,,123.25,123.25,Professional Services,2025-10-07,665.0,Mark Lees,2,"Concentrix Solns. Corp. - Retainer Svcs. (Per Hour): 6/25, Concentrix Solns. Corp. - AI Agent Delivery: 8/25",2026-06-29,'-NA-,,'-NA-,,541.75,0,,297,Taylor Rust,Taylor Rust,Lauren Jacus,A01470229,🔧 Paid Services only | Professional Services | M. Lees & J. Doe | ⏳ 541h left
0015000000x9pZ8AAI,2585950.99,Closed Won,80.0,2479000.25,2500000.0,2025-08-02,7 - Closed Won,2479000.25,-106950.74000000022,Mutual Consent,Target Corporation,NAM Strategic,Alyssa Manse,FY26-Q3,Renewal,,NAM,alyssa.manse@domo.com,Enterprise,0015000000x9pZ8AAI,-0.08319999999999972,-0.4833999999999996,-0.13339999999999996,3.2998000000000003,B,0015000000x9pZ8AAI,2027-08-01,3435715,6871429,10307144,1679220,0.16291806925371374,0.12,968614,113.0,1,0015000000x9pZ8AAI,2025-04-03T13:47:02,2023-10-23T14:33:17,0015000000x9pZ8AAI,2025-08-02,2585950.99,2479000.25,DOWNSELL,0.04,0015000000x9pZ8AAI,2025-Q4,1,0.0,2025-11-28,0015000000x9pZ8AAI,Consumption,Consumption,Domo & Target | AI Deep Dive,0015000000x9pZ8AAI,2025-09-16T07:30:00,0,4971500.5,Platinum + Education,220.25,2025-08-01,570.0,24002806.29,ACE Advise,Dan Hendriksen,10307144,0.16291816627379999,0.12362637362637363,-3275888.0888888855,13583032.088888885,1.317826944970293,Target Corporation,739347,Target Corp.,http://linkedin.com/company/target,Target Corporation,205741.71875,190699.84375,178524.078125,62.0,17.0,130.0,101100.0,93830.0,60042.0,-13608.8203125,-6.614516683918778,-13.229033367837555,-27217.640625,TARGET.COM,0015000000x9pZ8AAI,2593450.9999999995,2567773.08,2513280.05,3.1898932233994266,80170.94999999972,1.5949466116997133,40085.47499999986,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-66,William Dubois,Kevin Wilck,Alyssa Manse,A01465308,⚠️ No firepower
0015000000bYJmBAAW,2570344.9,2: Determine Needs,80.0,2570344.9,2570344.9,2026-01-01,3 - WCP,2570344.9,0.0,Auto-Renew,"RAKUTEN GROUP, INC.",Japan,Ayako  Kurata,FY26-Q4,Renewal,,Japan,ayako.kurata@domo.com,Japan,0015000000bYJmBAAW,-0.01670000000000016,0.0,0.0,2.8335,B,,,,,,,,,,,,0015000000bYJmBAAW,2025-02-26T22:22:45,2025-09-09T17:13:23,0015000000bYJmBAAW,2025-01-01,2570344.89,2570344.89,OTHER,0.0,0015000000bYJmBAAW,2025-Q4,1,154220.14000000013,2025-12-19,0015000000bYJmBAAW,Consumption,Consumption,,0015000000bYJmBAAW,,,2645320.64,"JP Premium Diamond Support, Standard",2089.58,2025-12-31,4616.0,17166098.38,,,0,,0.7087912087912088,,,,"RAKUTEN GROUP, INC.",167546,"Rakuten Group, Inc.",http://linkedin.com/company/rakuten,"RAKUTEN GROUP, INC.",31274.916015625,31237.130859375,31078.55859375,74.0,48.0,70.0,14679.0,9766.0,9477.0,-98.1787109375,-0.3139215813991307,-0.6278431627982614,-196.357421875,GLOBAL.RAKUTEN.COM,0015000000bYJmBAAW,1904772.8699999999,1993246.36,2030796.84,-6.20564142693861,-126023.9700000002,-3.102820713469305,-63011.9850000001,318.5,310,"Japan, Client Services",2025-09-29,460.0,"Tatsuhiko Nakashima, Masa Nurishi",2,"RAKUTEN FY26_400h_2025/12/31, Rakuten_Training_2025/12/31",2025-12-31,'-NA-,,'-NA-,,150,8.5,,86,Tom Kawasaki,Taichi Iwamoto,Ayako Kurata,A01418592,"🔧 Paid Services only | Japan, Client Services | T. Nakashima & M. Nurishi | <150h remain>"
0015000000YrkHYAAZ,2569000.2,Closed Won,,2569000.2,2569000.2,2025-07-31,7 - Closed Won,2569000.2,0.0,Mutual Consent,Concentrix Solutions Corporation,NAM Strategic,Lauren Jacus,FY26-Q2,Multi-Year Renewal,,NAM,lauren.jacus@domo.com,Enterprise,0015000000YrkHYAAZ,0.39999999999999947,0.4834999999999994,0.39999999999999947,3.7329999999999997,A,0015000000YrkHYAAZ,N/A,4629630,1252724,5882354,851824,0.1448100539341903,0.13,531245,108.0,1,0015000000YrkHYAAZ,2025-02-26T22:18:03,2024-08-05T10:52:53,0015000000YrkHYAAZ,2024-07-31,1069000.35,1069000.35,OTHER,0.0,,,,,,0015000000YrkHYAAZ,Consumption,Consumption,Concentrix Biweekly Support Sync,0015000000YrkHYAAZ,2025-09-16T09:00:00,0,10892527.82,Diamond,510.75,2024-01-31,3784.25,4238041.32,Non-Paying,,5882354,0.1448103939341291,0.12912087912087913,-714766.5106382966,6597120.510638297,1.1215102849366592,Concentrix Solutions Corporation,187773,Concentrix Solutions Corp.,http://linkedin.com/company/concentrix-solutions,Concentrix Solutions Corporation,2425.432861328,2371.735107422,2327.515869141,0.0,0.0,6.0,98.0,139.0,274.0,-48.95849609349989,-2.0185467457834965,-4.037093491566993,-97.91699218699978,CONCENTRIX.COM,0015000000YrkHYAAZ,2090000.1600000001,1006153.8461538462,,,,,,123.25,123.25,Professional Services,2025-10-07,665.0,Mark Lees,2,"Concentrix Solns. Corp. - Retainer Svcs. (Per Hour): 6/25, Concentrix Solns. Corp. - AI Agent Delivery: 8/25",2026-06-29,'-NA-,,'-NA-,,541.75,0,,-68,Taylor Rust,Taylor Rust,Lauren Jacus,A01470229,🔧 Paid Services only | Professional Services | M. Lees & J. Doe | ⏳ 541h left
0015000000tW4xMAAS,2268456.0,Closed Won,90.0,2268456.0,2268456.0,2025-10-01,7 - Closed Won,2268456.0,0.0,Mutual Consent,Sony Interactive Entertainment LLC,NAM Strategic,Michael Dixon,FY26-Q3,Multi-Year Renewal,14038,NAM,michael.dixonii@domo.com,EMEA,0015000000tW4xMAAS,-0.08349999999999991,0.0,0.01650000000000018,3.5495,A,,,,,,,,,,,,0015000000tW4xMAAS,2025-03-04T17:00:19,2023-10-26T22:03:32,0015000000tW4xMAAS,2023-10-01,2127420.0,2127420.0,OTHER,0.0,0015000000tW4xMAAS,2025-Q4,1,0.0,2025-12-31,0015000000tW4xMAAS,ELA,Consumption ELA,Sony/Domo Mobile App - Bi-Weekly Sync,0015000000tW4xMAAS,2025-09-16T09:05:00,0,7190000.0,Diamond + Education,1628.75,2021-10-15,4902.0,16872063.009999998,Non-Paying,,,,,,,,Sony Interactive Entertainment LLC,1155486,CONNECT,http://linkedin.com/company/connectsd,Sony Interactive Entertainment LLC,131.80078125,133.121673584,126.877105713,,,,0.0,1.0,1.0,-2.461837768499997,-1.8678476296968056,-3.7356952593936112,-4.923675536999994,CONNECT.ORG,0015000000tW4xMAAS,2530000.0,2530000.0,2201106.87,14.942169981960024,328893.1299999999,7.471084990980012,164446.56499999994,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-6,,,,,⚠️ No firepower
0015000000tW4xMAAS,2268456.0,Closed Won,90.0,2268456.0,2268456.0,2025-10-01,7 - Closed Won,2268456.0,0.0,Mutual Consent,Sony Interactive Entertainment LLC,NAM Strategic,Michael Dixon,FY26-Q3,Multi-Year Renewal,14038,NAM,michael.dixonii@domo.com,EMEA,0015000000tW4xMAAS,-0.08349999999999991,0.0,0.01650000000000018,3.5495,A,,,,,,,,,,,,0015000000tW4xMAAS,2025-03-04T17:00:19,2023-10-26T22:03:32,0015000000tW4xMAAS,2023-10-01,2127420.0,2127420.0,OTHER,0.0,0015000000tW4xMAAS,2025-Q4,1,0.0,2025-12-31,0015000000tW4xMAAS,ELA,Consumption ELA,Sony/Domo Mobile App - Bi-Weekly Sync,0015000000tW4xMAAS,2025-09-16T09:05:00,0,7190000.0,Diamond + Education,1628.75,2021-10-15,4902.0,16872063.009999998,Non-Paying,,,,,,,,Sony Interactive Entertainment LLC,1155486,CONNECT,http://linkedin.com/company/connectsd,Sony Interactive Entertainment LLC,131.80078125,133.121673584,126.877105713,,,,0.0,1.0,1.0,-2.461837768499997,-1.8678476296968056,-3.7356952593936112,-4.923675536999994,CONNECT.ORG,0015000000tW4xMAAS,2530000.0,2530000.0,2201106.87,14.942169981960024,328893.1299999999,7.471084990980012,164446.56499999994,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-6,,,,,⚠️ No firepower
0015000000tW4xMAAS,2268456.0,Closed Won,90.0,2268456.0,2268456.0,2025-10-01,7 - Closed Won,2268456.0,0.0,Mutual Consent,Sony Interactive Entertainment LLC,NAM Strategic,Michael Dixon,FY26-Q3,Multi-Year Renewal,14038,NAM,michael.dixonii@domo.com,EMEA,0015000000tW4xMAAS,-0.08349999999999991,0.0,0.01650000000000018,3.5495,A,,,,,,,,,,,,0015000000tW4xMAAS,2025-03-04T17:00:19,2023-10-26T22:03:32,0015000000tW4xMAAS,2023-10-01,2127420.0,2127420.0,OTHER,0.0,0015000000tW4xMAAS,2025-Q4,1,0.0,2025-12-31,0015000000tW4xMAAS,ELA,Consumption ELA,Sony/Domo Mobile App - Bi-Weekly Sync,0015000000tW4xMAAS,2025-09-16T09:05:00,0,7190000.0,Diamond + Education,1628.75,2021-10-15,4902.0,16872063.009999998,Non-Paying,,,,,,,,Sony Interactive Entertainment LLC,1155486,CONNECT,http://linkedin.com/company/connectsd,Sony Interactive Entertainment LLC,131.80078125,133.121673584,126.877105713,,,,0.0,1.0,1.0,-2.461837768499997,-1.8678476296968056,-3.7356952593936112,-4.923675536999994,CONNECT.ORG,0015000000tW4xMAAS,2530000.0,2530000.0,2201106.87,14.942169981960024,328893.1299999999,7.471084990980012,164446.56499999994,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-6,,,,,⚠️ No firepower
0015000000tW4xMAAS,2268456.0,Closed Won,90.0,2268456.0,2268456.0,2025-10-01,7 - Closed Won,2268456.0,0.0,Mutual Consent,Sony Interactive Entertainment LLC,NAM Strategic,Michael Dixon,FY26-Q3,Multi-Year Renewal,14038,NAM,michael.dixonii@domo.com,EMEA,0015000000tW4xMAAS,-0.08349999999999991,0.0,0.01650000000000018,3.5495,A,,,,,,,,,,,,0015000000tW4xMAAS,2025-03-04T17:00:19,2023-10-26T22:03:32,0015000000tW4xMAAS,2023-10-01,2127420.0,2127420.0,OTHER,0.0,0015000000tW4xMAAS,2025-Q4,1,0.0,2025-12-31,0015000000tW4xMAAS,ELA,Consumption ELA,Sony/Domo Mobile App - Bi-Weekly Sync,0015000000tW4xMAAS,2025-09-16T09:05:00,0,7190000.0,Diamond + Education,1628.75,2021-10-15,4902.0,16872063.009999998,Non-Paying,,,,,,,,Sony Interactive Entertainment LLC,1155486,CONNECT,http://linkedin.com/company/connectsd,Sony Interactive Entertainment LLC,131.80078125,133.121673584,126.877105713,,,,0.0,1.0,1.0,-2.461837768499997,-1.8678476296968056,-3.7356952593936112,-4.923675536999994,CONNECT.ORG,0015000000tW4xMAAS,2530000.0,2530000.0,2201106.87,14.942169981960024,328893.1299999999,7.471084990980012,164446.56499999994,0,0,'-NA-,,0.0,'-NA-,0,,,'-NA-,,'-NA-,,0,0,,-6,,,,,⚠️ No firepower
0015000000woW2gAAE,2251430.16,Closed Won,90.0,2251430.16,2251430.16,2025-08-30,7 - Closed Won,2251430.16,0.0,Auto-Renew,"Universal Services of America, LP",NAM Strategic,Mike Gardner,FY26-Q3,Multi-Year Renewal,,NAM,mike.gardner@domo.com,NO ASSIGNED AE,0015000000woW2gAAE,-0.1499999999999999,-0.1166999999999998,-0.0665,3.383,B,,,,,,,,,,,,0015000000woW2gAAE,2025-08-29T14:06:28,2025-08-27T13:53:47,0015000000woW2gAAE,2025-05-27,33708.0,33708.0,OTHER,0.0,,,,,,0015000000woW2gAAE,ELA,Consumption ELA,Domo + AUS Weekly,0015000000woW2gAAE,2025-09-02T10:00:00,14,35730.48,Diamond + Education,-133.18,2022-06-30,5312.37,13565523.969999999,,,,,,,,,"Universal Services of America, LP",9169318,Universal Protection Svc,http://linkedin.com/company/universal-protection-svc,"Universal Services of America, LP",1164.115356445,1154.359130859,1152.544433594,,,,,,,-5.785461425499989,-0.49698351572027644,-0.9939670314405529,-11.570922850999978,UNIVERSALPRO.COM,0015000000woW2gAAE,2131658.0,2030078.7680000002,1728011.4992156862,23.359017053273185,403646.5007843138,11.679508526636592,201823.2503921569,22.5,22.5,Engineering Services,2025-06-13,0.0,Jim Lamb,2,"Universal Services of America, LP Renewal - 08/30/24 to 8/30/26 ES Maintenance, Universal Services of America, LP Renewal - 08/2024 Custom Engineering Maintenance",2026-08-29,'-NA-,,'-NA-,,-22.5,0,,-38,Taylor Rust,Steve Brown,Mike Gardner,A01464704,🔧 Paid Services only | Engineering Services | J. Lamb & J. Lamb ⚠️ <-22.5h overrun
